ega08452b8,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Core French Touch Groove,126,C minor,high,chorus-first seed,sidechained funk-house pulse,subtle walking disco bass,sample-inspired disco chord hooks,clean disco guitar chops,smooth understated male vocal,sleek city dancefloor energy,"glossy but human production, no over-quantized stiffness","8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 126bpm, c-minor","Create an overseas french touch / filter house track with a sidechained funk-house pulse, subtle walking disco bass, sample-inspired disco chord hooks, and clean disco guitar chops. Use smooth understated male vocal, sleek city dancefloor energy, 126 BPM, C minor. Arrangement: 8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro. Production: glossy but human production, no over-quantized stiffness. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg0c42c156,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Cassette Signal,124,F minor,medium-low,chorus-first seed,tight four-on-the-floor groove,punchy funk bass with clipped attack,filtered Rhodes-style chords,clean disco guitar chops,robotic call-and-response hook,warm nightclub euphoria,"tight modern low-end, tape-saturated highs, phaser sweeps","8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 124bpm, f-minor","Create an overseas french touch / filter house track with a tight four-on-the-floor groove, punchy funk bass with clipped attack, filtered Rhodes-style chords, and clean disco guitar chops. Use robotic call-and-response hook, warm nightclub euphoria, 124 BPM, F minor. Arrangement: 8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro. Production: tight modern low-end, tape-saturated highs, phaser sweeps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ege92d1d1f,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Velvet Engine,112,C minor,medium,full song seed,rubbery disco-house pocket,subtle walking disco bass,phaser-washed synth stabs,thin wah-wah guitar scratches,robotic call-and-response hook,playful robotic confidence,"compressed kick, shimmering filters, warm saturation","8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 112bpm, c-minor","Create an overseas french touch / filter house track with a rubbery disco-house pocket, subtle walking disco bass, phaser-washed synth stabs, and thin wah-wah guitar scratches. Use robotic call-and-response hook, playful robotic confidence, 112 BPM, C minor. Arrangement: 8-bar filtered intro, groove drop, vocal hook, instrumental bridge, stacked outro. Production: compressed kick, shimmering filters, warm saturation. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egf8cd7e8b,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Midnight Dancefloor,112,E minor,medium,vocal pop seed,rubbery disco-house pocket,subtle walking disco bass,filtered Rhodes-style chords,thin wah-wah guitar scratches,airy female chorus layers,retro-futuristic joy,"glossy but human production, no over-quantized stiffness","intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 112bpm, e-minor","Create an overseas french touch / filter house track with a rubbery disco-house pocket, subtle walking disco bass, filtered Rhodes-style chords, and thin wah-wah guitar scratches. Use airy female chorus layers, retro-futuristic joy, 112 BPM, E minor. Arrangement: intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus. Production: glossy but human production, no over-quantized stiffness. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg034641d5,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Chrome Reflection,126,D minor,medium,intro-heavy seed,sidechained funk-house pulse,round octave-jumping synth bass,bright arpeggiated synth accents,"no guitar, synths carry the rhythm",minimal repeated vocal phrase,sleek city dancefloor energy,"compressed kick, shimmering filters, warm saturation","slow filter-open intro, bass-led verse, vocoder refrain, euphoric chorus, DJ-friendly outro","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 126bpm, d-minor","Create an overseas french touch / filter house instrumental track with a sidechained funk-house pulse, round octave-jumping synth bass, bright arpeggiated synth accents, and no guitar, synths carry the rhythm. Use minimal repeated vocal phrase, sleek city dancefloor energy, 126 BPM, D minor. Arrangement: slow filter-open intro, bass-led verse, vocoder refrain, euphoric chorus, DJ-friendly outro. Production: compressed kick, shimmering filters, warm saturation. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg073b1ade,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Afterhours Drive,124,D major,medium-low,full song seed,looped dancefloor pocket,subtle walking disco bass,filtered Rhodes-style chords,muted funk guitar tucked into the groove,robotic call-and-response hook,late-night chrome optimism,"clean club mix, ducked chords, crisp hats","intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 124bpm, d-major","Create an overseas french touch / filter house track with a looped dancefloor pocket, subtle walking disco bass, filtered Rhodes-style chords, and muted funk guitar tucked into the groove. Use robotic call-and-response hook, late-night chrome optimism, 124 BPM, D major. Arrangement: intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus. Production: clean club mix, ducked chords, crisp hats. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg7a92741f,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Noir Groove,126,D major,high,club-rock seed,looped dancefloor pocket,round octave-jumping synth bass,phaser-washed synth stabs,short clipped rhythm guitar accents,smooth understated male vocal,sleek city dancefloor energy,"tight modern low-end, tape-saturated highs, phaser sweeps","intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 126bpm, d-major","Create an overseas french touch / filter house track with a looped dancefloor pocket, round octave-jumping synth bass, phaser-washed synth stabs, and short clipped rhythm guitar accents. Use smooth understated male vocal, sleek city dancefloor energy, 126 BPM, D major. Arrangement: intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus. Production: tight modern low-end, tape-saturated highs, phaser sweeps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egebc8ffe2,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Cassette Skyline,120,E minor,medium-high,intro-heavy seed,tight four-on-the-floor groove,rubbery disco bassline,phaser-washed synth stabs,clean disco guitar chops,minimal repeated vocal phrase,retro-futuristic joy,"clean club mix, ducked chords, crisp hats","intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 120bpm, e-minor","Create an overseas french touch / filter house track with a tight four-on-the-floor groove, rubbery disco bassline, phaser-washed synth stabs, and clean disco guitar chops. Use minimal repeated vocal phrase, retro-futuristic joy, 120 BPM, E minor. Arrangement: intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus. Production: clean club mix, ducked chords, crisp hats. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg7717b982,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Cassette Dancefloor,112,D major,medium-high,club-rock seed,sidechained funk-house pulse,subtle walking disco bass,filtered Rhodes-style chords,clean disco guitar chops,minimal repeated vocal phrase,sleek city dancefloor energy,"tight modern low-end, tape-saturated highs, phaser sweeps","slow filter-open intro, bass-led verse, vocoder refrain, euphoric chorus, DJ-friendly outro","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 112bpm, d-major","Create an overseas french touch / filter house track with a sidechained funk-house pulse, subtle walking disco bass, filtered Rhodes-style chords, and clean disco guitar chops. Use minimal repeated vocal phrase, sleek city dancefloor energy, 112 BPM, D major. Arrangement: slow filter-open intro, bass-led verse, vocoder refrain, euphoric chorus, DJ-friendly outro. Production: tight modern low-end, tape-saturated highs, phaser sweeps. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg325c7c71,V03-20260621,overseas / non-Japanese,French Touch / Filter House,french-touch-filter-house,Laser Mirage,128,A minor,medium,vocal pop seed,sidechained funk-house pulse,subtle walking disco bass,bright arpeggiated synth accents,muted funk guitar tucked into the groove,vocoder-style backing hooks,warm nightclub euphoria,"heavy bus compression, tasteful sidechain, wide stereo filters","intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus","trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro","french touch, filter house, electro funk, disco house, vocoder, groove, 128bpm, a-minor","Create an overseas french touch / filter house track with a sidechained funk-house pulse, subtle walking disco bass, bright arpeggiated synth accents, and muted funk guitar tucked into the groove. Use vocoder-style backing hooks, warm nightclub euphoria, 128 BPM, A minor. Arrangement: intro filter sweep, verse groove, pre-chorus lift, hook chorus, breakdown, final chorus. Production: heavy bus compression, tasteful sidechain, wide stereo filters. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, harsh EDM drop, Japanese vocals, anime opening style, acoustic folk intro.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
